No.,Time,Source,Destination,Protocol,Length,Info
454,8.075938,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=3706 Ack=110789 Win=3499 Len=0
455,8.12699,172.16.64.10,10.80.0.50,TDS,93,Response
456,8.12712,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
457,8.127504,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=3745 Ack=111955 Win=3499 Len=0
459,8.209614,172.16.64.10,10.80.0.50,TDS,93,Response
460,8.20972,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
461,8.249941,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=3784 Ack=113121 Win=3499 Len=0
462,8.305395,172.16.64.10,10.80.0.50,TDS,93,Response
463,8.305532,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
467,8.345924,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=3823 Ack=114287 Win=3499 Len=0
468,8.397166,172.16.64.10,10.80.0.50,TDS,93,Response
469,8.397296,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
472,8.436937,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=3862 Ack=115453 Win=3499 Len=0
474,8.497498,172.16.64.10,10.80.0.50,TDS,93,Response
475,8.497603,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
476,8.53797,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=3901 Ack=116619 Win=3499 Len=0
477,8.581425,172.16.64.10,10.80.0.50,TDS,93,Response
478,8.581521,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
480,8.621873,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=3940 Ack=117785 Win=3499 Len=0
481,8.678524,172.16.64.10,10.80.0.50,TDS,93,Response
482,8.678633,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
483,8.718985,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=3979 Ack=118951 Win=3499 Len=0
484,8.761595,172.16.64.10,10.80.0.50,TDS,93,Response
485,8.761704,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
486,8.801968,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4018 Ack=120117 Win=3499 Len=0
488,8.845055,172.16.64.10,10.80.0.50,TDS,93,Response
489,8.845147,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
490,8.884971,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4057 Ack=121283 Win=3499 Len=0
491,8.941032,172.16.64.10,10.80.0.50,TDS,93,Response
492,8.941194,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
494,8.980812,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4096 Ack=122449 Win=3499 Len=0
495,9.026777,172.16.64.10,10.80.0.50,TDS,93,Response
496,9.026938,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
497,9.066984,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4135 Ack=123615 Win=3499 Len=0
499,9.108965,172.16.64.10,10.80.0.50,TDS,93,Response
500,9.109079,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
501,9.148932,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4174 Ack=124781 Win=3499 Len=0
502,9.195871,172.16.64.10,10.80.0.50,TDS,93,Response
503,9.195981,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
504,9.235952,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4213 Ack=125947 Win=3499 Len=0
505,9.2808,172.16.64.10,10.80.0.50,TDS,93,Response
506,9.280907,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
507,9.320935,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4252 Ack=127113 Win=3499 Len=0
510,9.366022,172.16.64.10,10.80.0.50,TDS,93,Response
511,9.366141,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
514,9.405927,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4291 Ack=128279 Win=3499 Len=0
516,9.454364,172.16.64.10,10.80.0.50,TDS,93,Response
517,9.454451,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
519,9.494939,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4330 Ack=129445 Win=3499 Len=0
521,9.538591,172.16.64.10,10.80.0.50,TDS,93,Response
522,9.538682,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
523,9.579027,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4369 Ack=130611 Win=3499 Len=0
524,9.623898,172.16.64.10,10.80.0.50,TDS,93,Response
525,9.624015,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
527,9.663915,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4408 Ack=131777 Win=3499 Len=0
528,9.71172,172.16.64.10,10.80.0.50,TDS,93,Response
529,9.711829,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
531,9.751798,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4447 Ack=132943 Win=3499 Len=0
532,9.793747,172.16.64.10,10.80.0.50,TDS,93,Response
533,9.793924,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
534,9.833937,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4486 Ack=134109 Win=3499 Len=0
535,9.875839,172.16.64.10,10.80.0.50,TDS,93,Response
536,9.875991,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
537,9.915984,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4525 Ack=135275 Win=3499 Len=0
539,9.96406,172.16.64.10,10.80.0.50,TDS,93,Response
540,9.964198,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
541,10.00394,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4564 Ack=136441 Win=3499 Len=0
543,10.049681,172.16.64.10,10.80.0.50,TDS,93,Response
544,10.049789,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
545,10.089989,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4603 Ack=137607 Win=3499 Len=0
546,10.138948,172.16.64.10,10.80.0.50,TDS,93,Response
547,10.139106,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
548,10.178964,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4642 Ack=138773 Win=3499 Len=0
549,10.222241,172.16.64.10,10.80.0.50,TDS,93,Response
550,10.222369,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
551,10.262938,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4681 Ack=139939 Win=3499 Len=0
552,10.305208,172.16.64.10,10.80.0.50,TDS,93,Response
553,10.305325,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
554,10.345921,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4720 Ack=141105 Win=3499 Len=0
555,10.387885,172.16.64.10,10.80.0.50,TDS,93,Response
556,10.388016,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
559,10.427972,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4759 Ack=142271 Win=3499 Len=0
561,10.473267,172.16.64.10,10.80.0.50,TDS,93,Response
562,10.473363,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
564,10.513941,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4798 Ack=143437 Win=3499 Len=0
566,10.556298,172.16.64.10,10.80.0.50,TDS,93,Response
567,10.556433,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
568,10.59692,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4837 Ack=144603 Win=3499 Len=0
570,10.642058,172.16.64.10,10.80.0.50,TDS,93,Response
571,10.642152,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
572,10.681919,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4876 Ack=145769 Win=3499 Len=0
573,10.726354,172.16.64.10,10.80.0.50,TDS,93,Response
574,10.726439,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
575,10.766908,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4915 Ack=146935 Win=3499 Len=0
576,10.809052,172.16.64.10,10.80.0.50,TDS,93,Response
577,10.809214,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
578,10.848987,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4954 Ack=148101 Win=3499 Len=0
579,10.892041,172.16.64.10,10.80.0.50,TDS,93,Response
580,10.892171,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
581,10.931976,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=4993 Ack=149267 Win=3499 Len=0
583,10.977745,172.16.64.10,10.80.0.50,TDS,93,Response
584,10.977915,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
585,11.017955,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5032 Ack=150433 Win=3499 Len=0
586,11.059994,172.16.64.10,10.80.0.50,TDS,93,Response
587,11.06017,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
590,11.099941,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5071 Ack=151599 Win=3499 Len=0
591,11.154794,172.16.64.10,10.80.0.50,TDS,93,Response
592,11.154983,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
593,11.194927,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5110 Ack=152765 Win=3499 Len=0
594,11.239837,172.16.64.10,10.80.0.50,TDS,93,Response
595,11.239935,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
597,11.279939,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5149 Ack=153931 Win=3499 Len=0
598,11.327217,172.16.64.10,10.80.0.50,TDS,93,Response
599,11.327398,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
600,11.367912,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5188 Ack=155097 Win=3499 Len=0
602,11.410681,172.16.64.10,10.80.0.50,TDS,93,Response
603,11.410792,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
604,11.45093,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5227 Ack=156263 Win=3499 Len=0
605,11.493646,172.16.64.10,10.80.0.50,TDS,93,Response
606,11.493793,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
609,11.533893,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5266 Ack=157429 Win=3499 Len=0
610,11.57662,172.16.64.10,10.80.0.50,TDS,93,Response
611,11.576799,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
614,11.616903,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5305 Ack=158595 Win=3499 Len=0
616,11.658411,172.16.64.10,10.80.0.50,TDS,93,Response
617,11.658555,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
618,11.698934,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5344 Ack=159761 Win=3499 Len=0
620,11.740208,172.16.64.10,10.80.0.50,TDS,93,Response
621,11.740317,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
622,11.780937,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5383 Ack=160927 Win=3499 Len=0
623,11.825047,172.16.64.10,10.80.0.50,TDS,93,Response
624,11.825142,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
626,11.864892,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5422 Ack=162093 Win=3499 Len=0
627,11.90792,172.16.64.10,10.80.0.50,TDS,93,Response
628,11.908043,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
629,11.947929,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5461 Ack=163259 Win=3499 Len=0
631,11.992311,172.16.64.10,10.80.0.50,TDS,93,Response
632,11.992431,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
634,12.032902,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5500 Ack=164425 Win=3499 Len=0
635,12.086567,172.16.64.10,10.80.0.50,TDS,93,Response
636,12.086663,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
637,12.126909,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5539 Ack=165591 Win=3499 Len=0
639,12.179936,172.16.64.10,10.80.0.50,TDS,93,Response
640,12.180049,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
641,12.219908,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5578 Ack=166757 Win=3499 Len=0
642,12.266439,172.16.64.10,10.80.0.50,TDS,93,Response
643,12.266549,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
644,12.30691,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5617 Ack=167923 Win=3499 Len=0
645,12.364734,172.16.64.10,10.80.0.50,TDS,93,Response
646,12.364831,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
647,12.404968,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5656 Ack=169089 Win=3499 Len=0
648,12.447126,172.16.64.10,10.80.0.50,TDS,93,Response
649,12.447234,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
650,12.486896,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5695 Ack=170255 Win=3499 Len=0
651,12.529925,172.16.64.10,10.80.0.50,TDS,93,Response
652,12.530025,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
653,12.569901,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5734 Ack=171421 Win=3499 Len=0
656,12.613353,172.16.64.10,10.80.0.50,TDS,93,Response
657,12.613525,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
658,12.653894,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5773 Ack=172587 Win=3499 Len=0
662,12.70274,172.16.64.10,10.80.0.50,TDS,93,Response
663,12.702854,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
664,12.742932,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5812 Ack=173755 Win=3499 Len=0
666,12.786045,172.16.64.10,10.80.0.50,TDS,93,Response
667,12.786178,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
668,12.825934,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5851 Ack=174923 Win=3499 Len=0
669,12.870148,172.16.64.10,10.80.0.50,TDS,93,Response
670,12.870243,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
671,12.909924,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5890 Ack=176091 Win=3499 Len=0
672,12.954046,172.16.64.10,10.80.0.50,TDS,93,Response
673,12.954215,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
674,12.993961,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5929 Ack=177259 Win=3499 Len=0
675,13.037164,172.16.64.10,10.80.0.50,TDS,93,Response
676,13.03729,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
678,13.077821,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=5968 Ack=178427 Win=3499 Len=0
680,13.12061,172.16.64.10,10.80.0.50,TDS,93,Response
681,13.120731,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
682,13.121098,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6007 Ack=179593 Win=3499 Len=0
683,13.203532,172.16.64.10,10.80.0.50,TDS,93,Response
684,13.203643,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
686,13.243832,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6046 Ack=180759 Win=3499 Len=0
687,13.286609,172.16.64.10,10.80.0.50,TDS,93,Response
688,13.286715,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
689,13.326883,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6085 Ack=181925 Win=3499 Len=0
690,13.370791,172.16.64.10,10.80.0.50,TDS,93,Response
691,13.370906,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
692,13.41089,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6124 Ack=183091 Win=3499 Len=0
693,13.452732,172.16.64.10,10.80.0.50,TDS,93,Response
694,13.45284,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
696,13.492883,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6163 Ack=184257 Win=3499 Len=0
697,13.534673,172.16.64.10,10.80.0.50,TDS,93,Response
698,13.53479,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
699,13.574885,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6202 Ack=185423 Win=3499 Len=0
703,13.628585,172.16.64.10,10.80.0.50,TDS,93,Response
704,13.62869,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
705,13.668881,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6241 Ack=186589 Win=3499 Len=0
708,13.714965,172.16.64.10,10.80.0.50,TDS,93,Response
709,13.715097,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
711,13.754892,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6280 Ack=187755 Win=3499 Len=0
713,13.812711,172.16.64.10,10.80.0.50,TDS,93,Response
714,13.812827,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
717,13.852834,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6319 Ack=188921 Win=3499 Len=0
720,13.895194,172.16.64.10,10.80.0.50,TDS,93,Response
721,13.895294,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
723,13.935889,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6358 Ack=190087 Win=3499 Len=0
725,13.97726,172.16.64.10,10.80.0.50,TDS,93,Response
726,13.977357,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
728,14.017832,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6397 Ack=191253 Win=3499 Len=0
730,14.072242,172.16.64.10,10.80.0.50,TDS,93,Response
731,14.072344,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
733,14.112875,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6436 Ack=192419 Win=3499 Len=0
735,14.157163,172.16.64.10,10.80.0.50,TDS,93,Response
736,14.15727,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
737,14.196852,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6475 Ack=193585 Win=3499 Len=0
739,14.264949,172.16.64.10,10.80.0.50,TDS,93,Response
740,14.265035,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
741,14.304894,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6514 Ack=194751 Win=3499 Len=0
742,14.348219,172.16.64.10,10.80.0.50,TDS,93,Response
743,14.348346,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
744,14.388923,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6553 Ack=195917 Win=3499 Len=0
745,14.430916,172.16.64.10,10.80.0.50,TDS,93,Response
746,14.431027,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
748,14.470914,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6592 Ack=197083 Win=3499 Len=0
749,14.51405,172.16.64.10,10.80.0.50,TDS,93,Response
750,14.514151,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
752,14.553806,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6631 Ack=198249 Win=3499 Len=0
754,14.59679,172.16.64.10,10.80.0.50,TDS,93,Response
755,14.596904,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
757,14.636854,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6670 Ack=199415 Win=3499 Len=0
758,14.679789,172.16.64.10,10.80.0.50,TDS,93,Response
759,14.679961,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
762,14.71981,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6709 Ack=200581 Win=3499 Len=0
763,14.763239,172.16.64.10,10.80.0.50,TDS,93,Response
764,14.763455,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
767,14.803862,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6748 Ack=201747 Win=3499 Len=0
769,14.848112,172.16.64.10,10.80.0.50,TDS,93,Response
770,14.848235,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
771,14.887897,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6787 Ack=202913 Win=3499 Len=0
773,14.935286,172.16.64.10,10.80.0.50,TDS,93,Response
774,14.935442,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
775,14.975957,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6826 Ack=204079 Win=3499 Len=0
777,15.020814,172.16.64.10,10.80.0.50,TDS,93,Response
778,15.020912,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
779,15.060885,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6865 Ack=205245 Win=3499 Len=0
781,15.109535,172.16.64.10,10.80.0.50,TDS,93,Response
782,15.109644,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
783,15.149912,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6904 Ack=206411 Win=3499 Len=0
784,15.20524,172.16.64.10,10.80.0.50,TDS,93,Response
785,15.205343,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
787,15.245891,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6943 Ack=207579 Win=3499 Len=0
788,15.292737,172.16.64.10,10.80.0.50,TDS,93,Response
789,15.292847,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
790,15.2933,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=6982 Ack=208745 Win=3499 Len=0
794,15.375178,172.16.64.10,10.80.0.50,TDS,93,Response
795,15.375292,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
796,15.41587,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=7021 Ack=209911 Win=3499 Len=0
800,15.460702,172.16.64.10,10.80.0.50,TDS,93,Response
801,15.46081,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
802,15.50092,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=7060 Ack=211077 Win=3499 Len=0
803,15.542871,172.16.64.10,10.80.0.50,TDS,93,Response
804,15.542983,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
806,15.58278,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=7099 Ack=212243 Win=3499 Len=0
807,15.627844,172.16.64.10,10.80.0.50,TDS,93,Response
808,15.627947,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
809,15.667868,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=7138 Ack=213409 Win=3499 Len=0
810,15.716691,172.16.64.10,10.80.0.50,TDS,93,Response
811,15.716792,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
812,15.756924,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=7177 Ack=214575 Win=3499 Len=0
815,15.800968,172.16.64.10,10.80.0.50,TDS,93,Response
816,15.801085,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
819,15.841854,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=7216 Ack=215743 Win=3499 Len=0
822,15.883831,172.16.64.10,10.80.0.50,TDS,93,Response
823,15.883933,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
824,15.884358,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=7255 Ack=216909 Win=3499 Len=0
825,15.967464,172.16.64.10,10.80.0.50,TDS,93,Response
826,15.967599,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
827,16.007903,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=7294 Ack=218075 Win=3499 Len=0
828,16.05038,172.16.64.10,10.80.0.50,TDS,93,Response
829,16.050491,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
830,16.090871,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=7333 Ack=219241 Win=3499 Len=0
831,16.136792,172.16.64.10,10.80.0.50,TDS,93,Response
832,16.136901,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
834,16.176867,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=7372 Ack=220407 Win=3499 Len=0
835,16.223651,172.16.64.10,10.80.0.50,TDS,93,Response
